uspc_class,,examiner_art_unit,uspc_class,allowance
318,2,2689,318,0.6654935719707317
320,0,2866,320,0.7919990141752744
320,1,2847,320,0.7489065801515777
320,2,2842,320,0.7256899184494214
321,0,2102,321,0.6319208988849121
322,0,2848,322,0.7417267521143526
322,1,2838,322,0.6907060271277636
322,2,2855,322,0.6812130998179724
323,0,2866,323,0.8222140645572258
323,1,2867,323,0.7843238604557402
323,2,2842,323,0.7626506395837016
324,0,2866,324,0.7264230692528754
324,1,4119,324,0.7060808187442411
324,2,2868,324,0.7054067414205486
325,0,2306,325,0.9299989047214036
325,1,2604,325,0.9275986208398089
325,2,2603,325,0.927328392966512
326,0,2842,326,0.7665370464451771
326,1,2497,326,0.7132334077725915
326,2,2741,326,0.7056078686990027
327,0,2866,327,0.7932454962268956
327,1,2868,327,0.7757780182661105
327,2,2847,327,0.7503298937617958
328,0,2504,328,0.8435755196714089
328,1,2506,328,0.8427592976691515
328,2,2607,328,0.8394200457756628
329,0,2842,329,0.7697010869330145
329,1,2844,329,0.687643970757543
329,2,2733,329,0.6473817522189158
330,0,3638,330,0.8445426375325218
330,1,2866,330,0.8436525110276019
330,2,2842,330,0.789432157338152
331,0,2842,331,0.7621704464477644
331,1,2655,331,0.7211771145210898
331,2,3648,331,0.7020008040876413
332,0,2842,332,0.7521137521060571
332,1,2844,332,0.666505279247099
332,2,2838,332,0.6569491980668745
333,0,2868,333,0.7958691688470282
333,1,2847,333,0.7720312238243511
333,2,2842,333,0.7502396433984956
334,0,2842,334,0.7428061102966562
334,1,2844,334,0.6554557418530752
334,2,2504,334,0.5990166842407197
335,0,2688,335,0.666328575227728
335,1,2856,335,0.6358969376122448
335,2,2844,335,0.6189975136751664
336,0,2847,336,0.6972592577376528
336,1,2854,336,0.5889180826123123
336,2,2844,336,0.573674343691188
337,0,2848,337,0.6234847449715145
337,1,2105,337,0.5358903235602485
337,2,2899,337,0.5311927810733006
338,0,2666,338,0.7346079654590975
338,1,2305,338,0.6806160245699814
338,2,2856,338,0.678315594397459
339,0,2407,339,0.9577068263736737
339,1,1504,339,0.9570183432609701
339,2,2103,339,0.9465677081733495
340,0,2911,340,0.8493874116213156
340,1,2868,340,0.7559085567538685
340,2,2686,340,0.7474164709740845
341,0,2686,341,0.804979569744072
341,1,2471,341,0.7812012872378833
341,2,2842,341,0.7689561831224626
342,0,2686,342,0.7218362045090384
342,1,2847,342,0.702290233306949
342,2,2471,342,0.6918017544212447
343,0,2866,343,0.7750255715948499
343,1,2200,343,0.7333616347114281
343,2,2847,343,0.729617172599388
345,0,3638,345,0.8750119469148306
345,1,2868,345,0.8624612541805691
345,2,2686,345,0.8569747936304639
346,0,2852,346,0.7648490476588963
346,1,2305,346,0.7036206005357802
346,2,2837,346,0.6597960535812246
347,0,2866,347,0.8391509586375342
347,1,2852,347,0.7803989414324697
347,2,2848,347,0.746327769507346
348,0,2911,348,0.8855967902889893
348,1,2866,348,0.8249825252699738
348,2,2686,348,0.8024390371611408
349,0,2847,349,0.8220869134077241
349,1,2852,349,0.8007275084671021
349,2,2886,349,0.7687420297248534
350,0,2200,350,0.9719520508658749
350,1,1504,350,0.9409217147277567
350,2,2504,350,0.9397530820298092
351,0,2852,351,0.6648789107000302
351,1,2665,351,0.647406510076943
351,2,2848,351,0.6215758183747396
352,0,2852,352,0.603750059472268
352,1,2882,352,0.5403590244671372
352,2,2878,352,0.4349295315840056
353,0,2852,353,0.649841655603986
353,1,2882,353,0.5888022666895357
353,2,2305,353,0.575295779223151
354,0,2607,354,0.9544169426027731
354,1,2851,354,0.9446503237473204
354,2,2101,354,0.9433416548948815
355,0,2852,355,0.6512613931079894
355,1,2886,355,0.6070580487721837
355,2,2882,355,0.5903134656382998
356,0,2866,356,0.7730816120703756
356,1,2200,356,0.7311825346913572
356,2,2842,356,0.703003293713281
357,0,2504,357,0.9503885869374077
357,1,2202,357,0.9428227608457914
357,2,1502,357,0.9411455495298428
358,0,2904,358,0.8305123354289307
358,1,OPIM,358,0.8138532573837314
358,2,2852,358,0.7811046436515539
359,0,2847,359,0.6774656484926688
359,1,2842,359,0.6507241196834606
359,2,2852,359,0.6462156532146685
360,0,2686,360,0.6804843185363939
360,1,2666,360,0.6148172616853729
360,2,2688,360,0.5816490709216787
361,0,3638,361,0.7670019974163578
361,1,2866,361,0.7657910109304437
361,2,2867,361,0.7199712488669366
362,0,3638,362,0.7987037637483416
362,1,2847,362,0.7553255483512212
362,2,2842,362,0.7324903961669819
363,0,2842,363,0.7037736883774132
363,1,2848,363,0.6585151746897332
363,2,2305,363,0.6296471176092683
364,0,2758,364,0.6349962325486316
364,1,2412,364,0.6266193776487167
364,2,2688,364,0.6136724154738871
365,0,2867,365,0.846515476211667
365,1,2842,365,0.8297351728380837
365,2,2848,365,0.7982033304918205
366,0,2852,366,0.6763095014333917
366,1,2838,366,0.5735748211037754
366,2,2899,366,0.5420404558135212
367,0,OAS,367,0.7105377419863164
367,1,2686,367,0.6799264155232986
367,2,2886,367,0.5814537080099144
368,0,2842,368,0.6933807329312347
368,1,2848,368,0.6473300496856511
368,2,2886,368,0.6471576580216319
369,0,2686,369,0.6037352808744633
369,1,2688,369,0.498650403797422
369,2,2655,369,0.4978648710365056
370,0,2686,370,0.7527536177754764
370,1,2471,370,0.7247846552048436
370,2,2842,370,0.7105520414957007
371,0,2305,371,0.61564611824362
371,1,2764,371,0.596683201446757
371,2,2411,371,0.5950289219281328
372,0,2686,372,0.7265239422522504
372,1,2847,372,0.7071737421851535
372,2,2665,372,0.6602792837171163
373,0,2884,373,0.5652222326602114
373,1,2855,373,0.5342503146944451
373,2,2202,373,0.4581761071625645
374,0,2842,374,0.6848768302599766
374,1,2852,374,0.6805928202789225
374,2,2886,374,0.6380410003173796
375,0,2911,375,0.883388300517605
375,1,2866,375,0.821839311890511
375,2,2904,375,0.8118497899112564
376,0,OAS,376,0.6514222882021258
376,1,3667,376,0.5258843127808427
376,2,3648,376,0.4894203959449194
377,0,2842,377,0.6925748458249693
377,1,2307,377,0.5659135436899465
377,2,2819,377,0.5511906516840973
378,0,2852,378,0.6159258001722557
378,1,3667,378,0.5818204733475616
378,2,2886,378,0.5701994237709122
379,0,2686,379,0.7595072446508581
379,1,2471,379,0.7320302976268418
379,2,2666,379,0.7029924708372681
380,0,2471,380,0.7337306036733875
380,1,2842,380,0.719781759696372
380,2,2666,380,0.7048027260454425
381,0,4195,381,0.7915251764210232
381,1,2686,381,0.7704910707442323
381,2,2847,381,0.7531950161785391
382,0,2866,382,0.8060319090895147
382,1,OPIM,382,0.7761948023225331
382,2,2867,382,0.7656757963523912
383,0,2307,383,0.39685545803278405
383,1,2899,383,0.38706201649339905
383,2,1622,383,0.37583076947499694
384,0,2686,384,0.8079662603945625
384,1,3659,384,0.7238921750605215
384,2,2856,384,0.7060696072355871
385,0,2847,385,0.6987683122761496
385,1,2842,385,0.6729403251998638
385,2,2665,385,0.6511917170453522
386,0,2665,386,0.7001529076442287
386,1,2412,386,0.6876290383081471
386,2,2655,386,0.6750138165610181
388,0,2855,388,0.5299477898276586
388,1,2837,388,0.5218238007579806
388,2,2858,388,0.4817968250922278
390,0,2604,390,0.6747240295642898
391,0,2402,391,0.3862819004181985
392,0,3667,392,0.6638072946806481
392,1,2856,392,0.6217381932076097
392,2,2838,392,0.5943398285380342
395,0,2686,395,0.6926987981210797
395,1,2665,395,0.6225177454160896
395,2,2758,395,0.617098514832354
396,0,2852,396,0.5733603963855406
396,1,2667,396,0.5152689898753973
396,2,2882,396,0.5090609577800197
398,0,2866,398,0.8397195215998163
398,1,2471,398,0.7961240093610487
398,2,2467,398,0.7573195892925425
399,0,2847,399,0.697959404214735
399,1,2852,399,0.667721133779421
399,2,2666,399,0.6557854995838914
400,0,3638,400,0.6455760484045907
400,1,2868,400,0.6199920293370111
400,2,2852,400,0.5520491484351171
401,0,2902,401,0.8935230427452336
401,1,3641,401,0.5272703441548924
401,2,2899,401,0.5245438565785767
402,0,2902,402,0.847463233260784
402,1,2901,402,0.8061232965822424
402,2,2914,402,0.6932083200532166
403,0,2902,403,0.9057954167377448
403,1,2901,403,0.8779883869239432
403,2,2914,403,0.7963546215243924
404,0,2902,404,0.9149158735536889
404,1,2901,404,0.8894724900975453
404,2,2911,404,0.8574773164562188
405,0,2847,405,0.733255840369822
405,1,2781,405,0.6205696576017159
405,2,4127,405,0.593623010080108
406,0,2702,406,0.915881622238483
406,1,2902,406,0.9043373970473177
406,2,2901,406,0.8761588344124857
407,0,2702,407,0.9513758110568106
407,1,2902,407,0.9444070591176161
407,2,2901,407,0.9270797727576107
408,0,2701,408,0.944063720545509
408,1,2902,408,0.9087657546105988
408,2,2901,408,0.8817210107649482
409,0,2902,409,0.9021720458982104
409,1,2901,409,0.8734449126387717
409,2,2899,409,0.5480031301425273
410,0,2902,410,0.9109082012506875
410,1,2901,410,0.8844177725384326
410,2,3616,410,0.5718603762216311
411,0,2702,411,0.930861763662974
411,1,2902,411,0.9211964938140406
411,2,2901,411,0.8974206788763801
412,0,2701,412,0.9270618995940484
412,1,2902,412,0.8823719081166046
412,2,2901,412,0.8488048929519543
413,0,2701,413,0.9261765089089985
413,1,2902,413,0.881013655873748
413,2,2901,413,0.8471261948991337
414,0,2701,414,0.9469625495456087
414,1,2902,414,0.9133259125117927
414,2,2901,414,0.8874655516663936
415,0,2701,415,0.9635435396655874
415,1,2702,415,0.9472731430077141
415,2,2902,415,0.939753637011757
416,0,2701,416,0.9561677035722497
416,1,2901,416,0.9059716316789853
416,2,2898,416,0.6635754954340063
417,0,2902,417,0.9255536305100885
417,1,2782,417,0.6858507473213216
417,2,3765,417,0.6768986797381715
418,0,2702,418,0.920662884640886
418,1,2902,418,0.9097101427506762
418,2,2901,418,0.882909275715733
419,0,2902,419,0.8844925306544035
419,1,2886,419,0.5951669167510154
419,2,3641,419,0.5044061551228275
420,0,2902,420,0.8811813203832549
420,1,2901,420,0.8473333359179107
420,2,3645,420,0.5440134066643931
421,0,2701,421,0.9896988425302762
421,1,2702,421,0.9849187659396407
421,2,2902,421,0.9826697740531247
422,0,2902,422,0.8981455473296058
422,1,2901,422,0.8684084974025202
422,2,OPIM,422,0.7148853492550434
423,0,2702,423,0.9120570881858217
423,1,2902,423,0.9000452739384405
423,2,2901,423,0.8707830650747203
424,0,1401,424,0.9539451447878581
424,1,2701,424,0.9369252567010143
424,2,2901,424,0.8677411122032589
425,0,2902,425,0.9118259324695018
425,1,2901,425,0.8855741025730633
425,2,2852,425,0.7058785232459166
426,0,1401,426,0.9235757765518906
426,1,2902,426,0.8364625594229703
426,2,2901,426,0.7928699417449874
427,0,2902,427,0.8751721529679939
427,1,2901,427,0.8399233063741529
427,2,OPIM,427,0.6659510367008401
428,0,1401,428,0.9489778440562897
428,1,2702,428,0.9006617546926935
428,2,2902,428,0.8872858413494809
429,0,2901,429,0.8979276354154002
429,1,4167,429,0.7826829678315318
429,2,4141,429,0.6932791010698189
430,0,2902,430,0.9148591157031397
430,1,2901,430,0.8894008112386166
430,2,2852,430,0.7137723944571382
431,0,2886,431,0.6300001531081092
431,1,3717,431,0.5566774872463431
431,2,3748,431,0.5520019606210285
432,0,2901,432,0.8832175160951369
432,1,2852,432,0.7010703542765419
432,2,4124,432,0.650597145377656
433,0,2852,433,0.6312167285805521
433,1,2886,433,0.5860874382528503
433,2,2667,433,0.5751660148053424
434,0,2902,434,0.8384933142072784
434,1,2901,434,0.7953095495207274
434,2,3638,434,0.6403928910209824
435,0,2912,435,0.8274956217171004
435,1,2918,435,0.7592860267316276
435,2,OPIM,435,0.657052134033991
436,0,1676,436,0.6039066709918586
436,1,2886,436,0.60300733473256
436,2,1671,436,0.601725219860662
437,0,1107,437,0.12676277098880642
437,1,2823,437,0.12249226551858518
437,2,2818,437,0.11415911125913897
438,0,2866,438,0.8232800088304413
438,1,2686,438,0.8005702368177503
438,2,2847,438,0.7849081780276356
439,0,2847,439,0.6950134205317612
439,1,2842,439,0.6690159812202304
439,2,2852,439,0.664621936519103
440,0,2838,440,0.6647229049861995
440,1,3748,440,0.6483384924555992
440,2,2899,440,0.6356472434372412
441,0,3641,441,0.47527618830798085
441,1,2834,441,0.4095335413540815
441,2,3711,441,0.40478237602717054
442,0,2847,442,0.5531623172052497
442,1,3765,442,0.43872974682557603
442,2,2129,442,0.418797973843041
445,0,2852,445,0.6396827414480031
445,1,2882,445,0.5780223959216391
445,2,2831,445,0.5088198787727762
446,0,3638,446,0.6212351794065555
446,1,2842,446,0.5309295862986776
446,2,3716,446,0.45271767528957074
447,0,2902,447,0.9397122835060492
448,0,2901,448,0.9283873779293421
449,0,3616,449,0.3878036819791299
449,1,3647,449,0.37285366243660095
449,2,3644,449,0.3486943508103839
450,0,3765,450,0.46335512833335135
450,1,2645,450,0.4580080834531062
450,2,2407,450,0.39447720463179875
451,0,2688,451,0.6464728536127952
451,1,2856,451,0.615275895947837
451,2,2855,451,0.5770018011868083
452,0,3641,452,0.6093149372311799
452,1,3616,452,0.6051948105408502
452,2,3644,452,0.5643728612746416
453,0,2887,453,0.6854808704609637
453,1,2648,453,0.6614829620406062
453,2,3654,453,0.574283953137623
454,0,2856,454,0.558567505556518
454,1,3641,454,0.5008492410557716
454,2,2899,454,0.4981154168182937
455,0,2686,455,0.7784680165961293
455,1,2847,455,0.7615870995013982
455,2,4123,455,0.7590956384007761
456,0,1201,456,0.5880197382504028
459,0,2902,459,0.9329324365364466
460,0,3765,460,0.7367861548621067
460,1,3718,460,0.6912699550507553
460,2,3616,460,0.6845494591400825
462,0,3638,462,0.6629233444248582
462,1,3718,462,0.43593264652476726
462,2,2876,462,0.3633916848459721
463,0,2666,463,0.6881643570400204
463,1,2665,463,0.6829634601601808
463,2,2667,463,0.6480317801844472
464,0,2899,464,0.6115952532858188
464,1,3631,464,0.6094554394863292
464,2,2407,464,0.6036187693857636
470,0,3716,470,0.56990115740756
470,1,2872,470,0.46805058947372336
470,2,3644,470,0.4581902667122176
472,0,2856,472,0.6226463781494224
472,1,3718,472,0.5702500032505243
472,2,3635,472,0.5181372925389093
473,0,2852,473,0.6018267358762278
473,1,3716,473,0.5297866026581196
473,2,2856,473,0.5219029409016362
474,0,2852,474,0.7179268747456605
474,1,3659,474,0.6673596088447566
474,2,2899,474,0.5904674580437552
475,0,4167,475,0.8173896306372538
475,1,3659,475,0.7277041450838373
475,2,4127,475,0.6744544355553108
476,0,2852,476,0.7542472812152975
476,1,3658,476,0.5852937847168258
476,2,3655,476,0.5317143190849347
477,0,3667,477,0.8329277864103077
477,1,3659,477,0.8191539790976006
477,2,1675,477,0.7724001579144474
482,0,4123,482,0.6919246006928154
482,1,3716,482,0.5961158694719002
482,2,2687,482,0.5764410399234923
483,0,3658,483,0.5150432978880445
483,1,3669,483,0.4802277686946804
483,2,3664,483,0.47800576507228837
492,0,2902,492,0.8764890745155549
492,1,2901,492,0.8415447701373042
492,2,2852,492,0.6222028386538894
493,0,3659,493,0.5645252191840159
493,1,2305,493,0.5455311589304548
493,2,2854,493,0.5405110155656407
494,0,2881,494,0.6478465282321291
494,1,2899,494,0.6120222427262526
494,2,2607,494,0.5874684227899548
499,0,2902,499,0.9439861019885496
499,1,2901,499,0.926537817064413
501,0,1671,501,0.7263641060965341
501,1,3641,501,0.6488217037923311
501,2,2899,501,0.6463260279031794
502,0,1676,502,0.648366655082725
502,1,2886,502,0.6475093447203604
502,2,1671,502,0.6462866471988872
503,0,2667,503,0.6841398296152967
503,1,1504,503,0.5959735907833845
503,2,1774,503,0.5576238960886579
504,0,1663,504,0.6532653536989537
504,1,1671,504,0.6351486524471379
504,2,1672,504,0.6081959227071045
505,0,2842,505,0.6355452546226082
505,1,2897,505,0.5229606026292823
505,2,2831,505,0.49939968270651414
506,0,2665,506,0.7059786601510463
506,1,1663,506,0.6979306073665184
506,2,1676,506,0.6829840525350795
507,0,1671,507,0.5979975662630259
507,1,1766,507,0.49898339391629537
507,2,1622,507,0.4940503592711958
508,0,1671,508,0.667021821907401
508,1,1672,508,0.6410931537586291
508,2,1768,508,0.5570706358371649
510,0,2866,510,0.6845707873515372
510,1,1672,510,0.5203171885462556
510,2,2856,510,0.5163720671948827
512,0,2746,512,0.592814328588625
512,1,1622,512,0.5562923863827883
512,2,1768,512,0.545273750298581
514,0,PCTL,514,0.5614138824126975
514,1,1663,514,0.5578484864325965
514,2,1676,514,0.5405336781114738
516,0,1674,516,0.5907888188090948
516,1,3641,516,0.5079141026630093
516,2,1717,516,0.5021030757927332
518,0,1671,518,0.5786318279456378
518,1,1672,518,0.5504590271770359
518,2,2899,518,0.4859624258025014
520,0,1765,520,0.4011639751481783
520,1,1762,520,0.36801711738057663
520,2,1205,520,0.3529835097301455
521,0,1401,521,0.9413052896102572
521,1,1671,521,0.5644986075434792
521,2,1672,521,0.5361383779985005
522,0,1672,522,0.6039373990385687
522,1,3641,522,0.5434260669358716
522,2,1717,522,0.5376526623000109
523,0,3641,523,0.5654888463475399
523,1,1759,523,0.5602847224391905
523,2,1717,523,0.5597684199039996
524,0,2847,524,0.677896448939537
524,1,2463,524,0.5996069892208008
524,2,1672,524,0.5731721575854422
525,0,1401,525,0.9518865665625027
525,1,1676,525,0.6173977546036398
525,2,1671,525,0.6152432663548703
526,0,1401,526,0.9577954571781085
526,1,1671,526,0.6471713103608542
526,2,1672,526,0.6205761701529631
527,0,1504,527,0.5008987012709629
527,1,1768,527,0.49044578892706076
527,2,1736,527,0.46413195690922504
528,0,1401,528,0.9498147650414069
528,1,2847,528,0.6812995247054228
528,2,1676,528,0.6068711838937945
530,0,2471,530,0.6989812756014374
530,1,1663,530,0.653960797507293
530,2,1676,530,0.637967153117694
532,0,1761,532,0.6963634824625056
532,1,1633,532,0.5599380163047029
534,0,1676,534,0.497397275229089
534,1,1671,534,0.4951196370398168
534,2,1672,534,0.46651121737761864
536,0,1401,536,0.9499593397329084
536,1,1663,536,0.6241404485506378
536,2,2467,536,0.6198503134464255
540,0,1671,540,0.5182599872935397
540,1,1672,540,0.48961113031014564
540,2,1675,540,0.43570899042810357
542,0,1107,542,0.9513797130756204
542,1,1205,542,0.9334923556098412
542,2,1102,542,0.9320058436260773
544,0,1663,544,0.6249612756669132
544,1,1676,544,0.6084298451456155
544,2,1671,544,0.6062570632183493
546,0,1671,546,0.5818158988178337
546,1,1672,546,0.5536917820256838
546,2,1675,546,0.4996410829649946
548,0,1676,548,0.5436669359173879
548,1,1671,548,0.5414056552434366
548,2,1672,548,0.5128393960439863
549,0,1671,549,0.5833238162182695
549,1,1672,549,0.5552235857358688
549,2,1675,549,0.5011912748982688
552,0,1676,552,0.5416359610668475
552,1,1671,552,0.5393731431874578
552,2,1672,552,0.5107946770064803
554,0,1671,554,0.5888730131362582
554,1,1672,554,0.5608652874124601
554,2,2899,554,0.49649604212850257
556,0,1671,556,0.6347683360106922
556,1,1672,556,0.6078048594575302
556,2,1766,556,0.5378109971749745
558,0,1676,558,0.5735697647031758
558,1,1671,558,0.5713398295345706
558,2,1672,558,0.5430644895530679
560,0,1671,560,0.6093077301165347
560,1,1672,560,0.5817032479389587
560,2,1675,560,0.5281540021917438
562,0,1676,562,0.6030406359192972
562,1,1671,562,0.6008575675732364
562,2,1672,562,0.5730743727105642
564,0,1671,564,0.553590649635518
564,1,1672,564,0.5251176516476954
564,2,3641,564,0.46326630593475143
568,0,1676,568,0.5902399800030447
568,1,1671,568,0.588034606188684
568,2,1672,568,0.5600124397949214
570,0,1671,570,0.5876868019539547
570,1,1672,570,0.5596586935451678
570,2,2899,570,0.4952717458405086
585,0,1676,585,0.6726373201428708
585,1,1671,585,0.6706279471483658
585,2,1672,585,0.6448305637463749
588,0,3641,588,0.49723446955498773
588,1,3678,588,0.4807112364079263
588,2,1768,588,0.4714966490044207
600,0,2924,600,0.8463232903358779
600,1,2866,600,0.8011852449684463
600,2,2868,600,0.784206070615982
601,0,3765,601,0.5950389400170409
601,1,2856,601,0.5937508118796616
601,2,2881,601,0.5720868058750269
602,0,3778,602,0.589204749232604
602,1,3641,602,0.5827957333614829
602,2,3307,602,0.5585124604017024
604,0,3638,604,0.7819860462560252
604,1,2866,604,0.7808306844751313
604,2,2868,604,0.7626282123643107
606,0,2847,606,0.7913102584070891
606,1,2842,606,0.770814484578163
606,2,PEA,606,0.7647699517508365
607,0,2847,607,0.7585547853656933
607,1,2655,607,0.692224338286303
607,2,2656,607,0.691414726117571
623,0,PEA,623,0.7691434150011414
623,1,2666,623,0.7621096095262417
623,2,1676,623,0.7372530964166203
700,0,3638,700,0.8033864713057641
700,1,2686,700,0.7776396718215456
700,2,2867,700,0.761415442244703
701,0,4167,701,0.8357443938536651
701,1,2842,701,0.7971951883408128
701,2,2758,701,0.7770618497673385
702,0,2866,702,0.789961827559202
702,1,2868,702,0.772296565282334
702,2,2686,702,0.7641967720342671
703,0,OPIM,703,0.706594877299102
703,1,2852,703,0.66279478412147
703,2,2665,703,0.6452716955178549
704,0,2665,704,0.6998769253036522
704,1,2688,704,0.6754146816895318
704,2,2655,704,0.6747254454418963
705,0,3638,705,0.6864563975760045
705,1,2867,705,0.6309894130832263
705,2,2471,705,0.6184420141375764
706,0,4123,706,0.6832351975330657
706,1,2666,706,0.6432094695056362
706,2,2412,706,0.6239214415763515
707,0,OPIM,707,0.8414725637836035
707,1,2666,707,0.8042023185617557
707,2,2758,707,0.7966755038748315
708,0,2842,708,0.7481383054705614
708,1,2758,708,0.724815980856482
708,2,2688,708,0.7063125969263444
709,0,2471,709,0.7326833885827253
709,1,2852,709,0.7146849729001654
709,2,2666,709,0.703687685687489
710,0,2471,710,0.7801847050819783
710,1,2842,710,0.7678996111505674
710,2,2852,710,0.7643559328978551
711,0,2686,711,0.8698666244879493
711,1,2842,711,0.843498699890541
711,2,2758,711,0.8269643661066115
712,0,2686,712,0.7933648713247026
712,1,OPIM,712,0.7880805735363858
712,2,2913,712,0.7809887698150995
713,0,OPIM,713,0.7859193509099685
713,1,2471,713,0.7662764351986839
713,2,2842,713,0.7534596638893061
714,0,2868,714,0.8361312060148296
714,1,2686,714,0.8298017012488054
714,2,OPIM,714,0.8252439557237896
715,0,2666,715,0.8218746743229636
715,1,2665,715,0.8183150739538915
715,2,2656,715,0.799648748215668
716,0,2842,716,0.7852547403727904
716,1,2852,716,0.7819007793886408
716,2,2886,716,0.7478450178069547
717,0,2758,717,0.7178983793881238
717,1,2129,717,0.6531807915222732
717,2,2783,717,0.6467466058273413
718,0,2467,718,0.7744081164347318
718,1,2669,718,0.7526427444728977
718,2,2497,718,0.7520547204572258
719,0,2454,719,0.6826918069854309
719,1,2448,719,0.6820675841701141
719,2,2436,719,0.6681621248020417
720,0,2686,720,0.4382056473038514
720,1,2688,720,0.33740067500993676
720,2,2656,720,0.33585102323073307
722,0,3101,722,0.587129550642499
725,0,2911,725,0.8454691724852985
725,1,2686,725,0.7416522946077219
725,2,2471,725,0.7129064817459699
726,0,2686,726,0.8280655589848117
726,1,OPIM,726,0.8234712118237278
726,2,2471,726,0.8064252032608311
733,0,3307,733,0.9099218443322256
800,0,1663,800,0.6568672663979707
800,1,1676,800,0.6409341984139696
800,2,1674,800,0.6326237012454662
802,0,2902,802,0.9365766686590618
803,0,2902,803,0.9329320217087742
806,0,2902,806,0.9375935762271191
806,1,2901,806,0.9183263090095488
807,0,2901,807,0.9138724198380479
808,0,2901,808,0.9138728567191952
812,0,2901,812,0.812087079178548
814,0,2901,814,0.9138724774783696
815,0,2901,815,0.9138724268752045
822,0,2901,822,0.9138723387840311
823,0,2901,823,0.9195723494915258
824,0,2901,824,0.9138728520376515
825,0,2901,825,0.913872619706935
83,0,3204,83,0.41498231608833225
850,0,2856,850,0.6545094138885068
850,1,2884,850,0.6468043137678203
850,2,2881,850,0.6340887163478798
901,0,2855,901,0.5673840892251086
901,1,1717,901,0.5436518183554124
901,2,2485,901,0.4804591642164272
902,0,2307,902,0.5337352612291157
902,1,2876,902,0.4541364962580234
902,2,3625,902,0.40068990840455637
903,0,3618,903,0.4640630147521086
930,0,1648,930,0.3257958302576293
930,1,1646,930,0.25281980415738425
930,2,3902,930,0.0009234218239972536
976,0,3646,976,0.5000801777663999
977,0,1671,977,0.7438920534060797
977,1,2881,977,0.6998825338938482
977,2,1675,977,0.6758202386936512
984,0,3727,984,0.3989922728539246
999,0,2702,999,0.9229706394113152
999,1,2902,999,0.9123061442074292
999,2,2901,999,0.8861794396747144
D00,0,2902,D00,0.9773460941248273
D00,1,2900,D00,0.11539802862879449
D01,0,2902,D01,0.9828211477720388
D01,1,2901,D01,0.9771774806229391
D01,2,2912,D01,0.9760369608415808
D02,0,2702,D02,0.9913577993516609
D02,1,2902,D02,0.9900593381413684
D02,2,2901,D02,0.9867615608537598
D03,0,2702,D03,0.9931713652045364
D03,1,2902,D03,0.9921432265934339
D03,2,2901,D03,0.9895294602894222
D04,0,2902,D04,0.9876421098098936
D04,1,2901,D04,0.9835557452443936
D04,2,2912,D04,0.9827283354672891
D05,0,2902,D05,0.9839696227201967
D05,1,2901,D05,0.9786950783947046
D05,2,2912,D05,0.9776286619344412
D06,0,2701,D06,0.9968568501012569
D06,1,2702,D06,0.9953828291553747
D06,2,2902,D06,0.9946858732451228
D07,0,2701,D07,0.9961054317033768
D07,1,2702,D07,0.9942810449878118
D07,2,2902,D07,0.993418875798874
D08,0,2701,D08,0.9959720880358576
D08,1,2702,D08,0.9940856081753656
D08,2,2902,D08,0.9931941773078112
D09,0,2702,D09,0.9921292902578688
D09,1,2902,D09,0.9909456842582612
D09,2,2901,D09,0.9879383667339834
D10,0,2701,D10,0.996620655864586
D10,1,2702,D10,0.9950364200965971
D10,2,2902,D10,0.9942874742847617
D11,0,2702,D11,0.9909532606749859
D11,1,2902,D11,0.9895946568623724
D11,2,2901,D11,0.986144880601838
D12,0,2701,D12,0.9961670855167641
D12,1,2902,D12,0.9935227831680339
D12,2,2901,D12,0.9913639684797679
D13,0,2701,D13,0.9942289624039287
D13,1,2902,D13,0.9902606343351582
D13,2,2901,D13,0.987028761398014
D14,0,2701,D14,0.9959743678970933
D14,1,2902,D14,0.9931980187717254
D14,2,2901,D14,0.9909319501419852
D15,0,2701,D15,0.9946336919974756
D15,1,2702,D15,0.9921253280532193
D15,2,2902,D15,0.9909411316533754
D16,0,2701,D16,0.9964530912381513
D16,1,2702,D16,0.9947907118104383
D16,2,2902,D16,0.9940049148823871
D17,0,2702,D17,0.9896161128169826
D17,1,2902,D17,0.9880591210959336
D17,2,2901,D17,0.9841084302647781
D18,0,2702,D18,0.9944135843007267
D18,1,2902,D18,0.993571267071895
D18,2,2901,D18,0.9914284723432594
D19,0,2702,D19,0.9943999570419871
D19,1,2902,D19,0.993555598417031
D19,2,2901,D19,0.9914076262516672
D20,0,2701,D20,0.9950642523410288
D20,1,2702,D20,0.9927556786338112
D20,2,2902,D20,0.9916654782931317
D21,0,2701,D21,0.9930987844042981
D21,1,2702,D21,0.9898802609657641
D21,2,2902,D21,0.9883624106553717
D22,0,2902,D22,0.9947426241373951
D22,1,2901,D22,0.9929875049711325
D22,2,2912,D22,0.9926311084782514
D23,0,2701,D23,0.9965394552887819
D23,1,2902,D23,0.9941505399011623
D23,2,2901,D23,0.9921993097346427
D24,0,2701,D24,0.9943930376345158
D24,1,2702,D24,0.9917731154672215
D24,2,2902,D24,0.9905364584173262
D25,0,2902,D25,0.9914143164275036
D25,1,2901,D25,0.9885608544777221
D25,2,2912,D25,0.9879822048462119
D26,0,2701,D26,0.9954063384721141
D26,1,2902,D26,0.9922412894749817
D26,2,2901,D26,0.9896598064154578
D27,0,2902,D27,0.9888933425832026
D27,1,2901,D27,0.9852145273037496
D27,2,2912,D27,0.9844692629513431
D28,0,2701,D28,0.9932593095988962
