usindex,examiner_art_unit,uspc_class,rejection,allowance
6994825,3731,606,0.5033792924878044,0.4966207075121955
7876866,3651,221,0.6263744846438113,0.3736255153561887
2855366,3643,119,0.7128357567592304,0.2871642432407696
7394814,3716,463,0.3656023058548743,0.6343976941451257
1835483,3406,362,0.6344901412137341,0.36550985878626585
1338639,3204,030,0.6343218073364083,0.3656781926635917
9926708,1761,510,0.651929638995342,0.34807036100465805
455256,3203,269,0.6184064595202937,0.3815935404797063
8060089,1717,118,0.5194025499685864,0.4805974500314136
8795851,2427,725,0.5957062029421814,0.4042937970578186
5175282,2627,360,0.6902762130095977,0.30972378699040226
2289027,1636,435,0.7462008399364697,0.2537991600635303
6859973,2913,D02,0.03551491900930648,0.9644850809906935
8916134,2425,725,0.5573361538947406,0.4426638461052595
159177,2605,374,0.5103771319386134,0.4896228680613865
4540747,3611,280,0.6281476989150978,0.37185230108490225
7809910,3683,705,0.7688736755054203,0.2311263244945797
7590294,3723,451,0.5854641745671642,0.41453582543283585
8205748,2411,370,0.3829297725221139,0.6170702274778861
16423358,1762,524,0.5870681707661036,0.4129318292338964
2722826,2144,709,0.6714529802774754,0.3285470197225246
6310879,2828,372,0.5254585467398618,0.47454145326013825
2714229,2872,359,0.5251790915557636,0.4748209084442364
6437024,1624,544,0.5604772094931001,0.43952279050689996
7278201,2125,700,0.5061284293837023,0.49387157061629766
6194905,2875,362,0.5415486987984375,0.45845130120156247
7750398,2166,707,0.5336757650690402,0.4663242349309598
5114162,3738,623,0.5826798665014277,0.4173201334985724
5272808,2915,D12,0.02280978509574294,0.9771902149042571
9515996,2422,348,0.4681119125743999,0.5318880874256001
5855061,2183,712,0.5474244137732367,0.45257558622676325
8144179,2835,361,0.4739395753887201,0.5260604246112799
451721,2303,360,0.6255301048111268,0.3744698951888732
1973890,2851,355,0.5623137426420508,0.43768625735794914
8262731,2824,365,0.2913938098078449,0.7086061901921551
2780564,3644,047,0.6820181644982344,0.31798183550176556
2223667,2912,D09,0.01267110645222258,0.9873288935477774
8497152,2471,370,0.275210583822712,0.724789416177288
3511914,1672,564,0.4748475654363301,0.5251524345636699
454856,3505,182,0.6753953369191232,0.3246046630808767
3066041,1723,210,0.6788180246295494,0.3211819753704505
9189891,3635,297,0.41657847402511716,0.5834215259748828
926138,3105,169,0.6668571994435373,0.33314280055646267
743165,2604,313,0.5765109742499016,0.4234890257500984
513545,2608,073,0.7143548715879671,0.2856451284120329
3504292,2823,438,0.3949596238174792,0.6050403761825208
3233422,3661,700,0.536160807885001,0.463839192114999
5996221,3902,001,0.9999923676490821,7.63235091798465e-06
2908616,2612,348,0.5372080309691795,0.46279196903082054
5534081,2915,D29,0.03108770084962853,0.9689122991503715
4758245,2835,361,0.4739395753887201,0.5260604246112799
4931996,2817,333,0.41119273850525184,0.5888072614947482
4082320,CSDC,428,0.6565738237540937,0.3434261762459063
7351309,2645,455,0.33624794912915146,0.6637520508708485
16069963,2827,365,0.3912984562865841,0.6087015437134159
913742,3308,623,0.6178572578410646,0.38214274215893534
458841,3302,128,0.7188589821724481,0.28114101782755185
4789777,3618,180,0.48435089501039075,0.5156491049896093
5212726,3676,277,0.5422486062481474,0.4577513937518526
8833799,3745,415,0.4322925817739621,0.5677074182260379
8539100,3794,606,0.7089170922628444,0.2910829077371556
9794738,2127,703,0.49906522822510135,0.5009347717748986
10425145,1639,514,0.796548480625439,0.20345151937456102
912152,1803,536,0.6747169992430053,0.32528300075699473
4633364,2167,707,0.47272881214280815,0.5272711878571918
3387171,2884,378,0.4717708051188675,0.5282291948811325
10212438,2454,726,0.28910302292409673,0.7108969770759033
3829663,3622,705,0.8609358359358585,0.13906416406414152
368536,1307,264,0.5397344371350077,0.4602655628649924
2090276,3754,200,0.48317210607606065,0.5168278939239394
10414659,2924,D30,0.020806569691659837,0.9791934303083402
5130982,2176,715,0.5896890884268681,0.41031091157313193
2206104,1714,524,0.6406078533171788,0.3593921466828212
6194997,2122,706,0.6005715056116634,0.3994284943883366
4226967,2911,D26,0.013782451694632991,0.986217548305367
2092865,2754,360,0.6523657221284913,0.3476342778715087
10520347,3600,482,0.9997213712553524,0.00027862874464759614
4330423,2855,073,0.47652390092609476,0.5234760990739052
16483931,3735,206,0.7210344146098315,0.2789655853901685
791050,3403,415,0.494591841193176,0.505408158806824
5727620,1793,106,0.595592040397507,0.404407959602493
3367016,2913,D14,0.02450205844357245,0.9754979415564276
1386336,1506,430,0.5111424385671781,0.48885756143282183
5304749,1629,514,0.8300796945777414,0.16992030542225858
16484740,2122,706,0.6005715056116634,0.3994284943883366
3670939,2811,257,0.6168023095090628,0.3831976904909372
1446691,2603,375,0.39164896208427213,0.6083510379157279
6589784,2854,101,0.6207172762951003,0.3792827237048996
9267791,3754,004,0.6229616623390356,0.3770383376609644
3876985,1745,429,0.5130939169262052,0.48690608307379474
5414973,2855,073,0.47652390092609476,0.5234760990739052
6200118,2824,365,0.2913938098078449,0.7086061901921551
6020342,3901,001,0.9999863193972852,1.3680602714772279e-05
9002904,2142,715,0.5410495553976495,0.4589504446023504
1721213,1636,435,0.7462008399364697,0.2537991600635303
6744674,2913,D19,0.023235314938162555,0.9767646850618374
7894546,2646,455,0.350473961980993,0.649526038019007
4240215,3611,180,0.5273881935060378,0.4726118064939622
12301,3506,052,0.7705521205963143,0.22944787940368572
15218153,1621,554,0.5857578541382429,0.4142421458617571
7162098,2625,345,0.5774320498488471,0.4225679501511529
7736150,3672,405,0.6616443154297905,0.3383556845702095
2751453,2673,345,0.43947988239781854,0.5605201176021815
132551,3505,005,0.5746310335580795,0.42536896644192046
2199469,1653,435,0.7582171800356712,0.2417828199643288
3569887,3686,705,0.7040586109717374,0.2959413890282626
4393551,2881,250,0.422980782883991,0.577019217116009
10029170,3600,706,0.9997324105176006,0.0002675894823993797
5762441,2467,370,0.3220943767349247,0.6779056232650753
3485896,1624,544,0.5604772094931001,0.43952279050689996
5884318,2114,714,0.3655398635140956,0.6344601364859044
928580,1808,424,0.6984929027571709,0.30150709724282915
8625438,1661,PLT,0.040873584484641734,0.9591264155153583
1093199,2502,333,0.5469496273164842,0.4530503726835158
9434258,1629,514,0.8300796945777414,0.16992030542225858
8899517,3628,705,0.7889326721705783,0.21106732782942175
3548384,2627,369,0.7570187775133019,0.24298122248669807
8109423,2424,725,0.47007215945475733,0.5299278405452427
10288627,3600,600,0.9996137578820874,0.0003862421179126078
2070869,2739,370,0.384541137377421,0.615458862622579
5829990,3711,434,0.6587181139608225,0.3412818860391775
8042761,1715,427,0.5861485518163849,0.4138514481836151
9107078,3671,056,0.5175927755051258,0.48240722449487417
16385583,3781,604,0.6315361660163126,0.3684638339836874
2957204,2877,356,0.5555276271876146,0.4444723728123854
9257604,2687,340,0.383456719437997,0.616543280562003
8127320,1736,423,0.5072278816713136,0.4927721183286864
8017782,3788,206,0.6122560149976395,0.38774398500236057
4147704,3745,416,0.4798336067915858,0.5201663932084142
10107903,2684,340,0.46028331630999897,0.539716683690001
10145946,2917,D08,0.013233952117963743,0.9867660478820363
7679446,1759,422,0.4656461221808369,0.5343538778191631
15510543,2811,257,0.6168023095090628,0.3831976904909372
6488083,2647,455,0.3277639414078579,0.6722360585921421
8519126,2454,709,0.3819727143609175,0.6180272856390825
6938307,3726,029,0.5033391861924388,0.4966608138075612
3056469,2914,D11,0.025202329682497804,0.9747976703175022
9782042,2914,D08,0.0165697531509158,0.9834302468490842
1396054,1101,266,0.5494480691248583,0.45055193087514167
7200918,3788,215,0.5316407488513353,0.46835925114866467
2471937,3623,705,0.7909369975559457,0.2090630024440543
3289144,1651,424,0.6500615155863156,0.34993848441368436
237166,2402,415,0.4738159062979662,0.5261840937020338
1979012,2746,455,0.3646400645325425,0.6353599354674575
5496515,3729,029,0.5189032022231126,0.48109679777688746
7323605,3634,160,0.6716743209012954,0.3283256790987045
3795570,2912,D07,0.00921910150225791,0.9907808984977421
7980117,2496,726,0.2756002693125583,0.7243997306874417
1963679,3725,227,0.5261421450939876,0.47385785490601245
3772948,1646,435,0.7613440266211327,0.23865597337886732
3880356,3745,415,0.4322925817739621,0.5677074182260379
785774,2101,999,0.5045723695039501,0.4954276304960498
1879842,2901,D14,0.009068130069551317,0.9909318699304487
9001246,2169,707,0.5248718797987186,0.47512812020128137
4172064,3736,206,0.7442887166621984,0.2557112833378016
7882438,2892,257,0.3810637716084321,0.6189362283915679
10219402,2623,345,0.44251314849332224,0.5574868515066778
984804,1507,430,0.6067241242549961,0.3932758757450039
7839829,3902,001,0.9999923676490821,7.63235091798465e-06
4634948,2911,D01,0.030292641576891488,0.9697073584231085
15969181,3672,166,0.5603649116631615,0.4396350883368385
7930125,2667,382,0.30875028781637737,0.6912497121836226
6986203,2859,320,0.5153256944556714,0.4846743055443286
8444198,3671,404,0.519577602830191,0.4804223971698089
7366837,3901,001,0.9999863193972852,1.3680602714772279e-05
4698315,2891,438,0.4703140342669525,0.5296859657330475
9885996,1763,524,0.5632973742704205,0.4367026257295795
10220046,2921,D06,0.018080104707925204,0.9819198952920748
15599065,1786,428,0.5757213509925762,0.42427864900742385
6007749,1786,428,0.5757213509925762,0.42427864900742385
15478155,2486,348,0.4281327372111049,0.5718672627888951
4723986,1647,435,0.6917918046491023,0.3082081953508977
716339,3501,405,0.6125888998802772,0.3874111001197228
7436616,2921,D25,0.028982005085262275,0.9710179949147377
10247247,3662,701,0.3305234785718515,0.6694765214281485
8474991,2912,D09,0.01267110645222258,0.9873288935477774
6103867,1746,156,0.5838164426318241,0.4161835573681759
5941392,2874,349,0.3268076235308158,0.6731923764691842
10146944,2812,257,0.4539676916083195,0.5460323083916805
2346217,1723,366,0.63273655587636,0.36726344412364004
6659952,3629,705,0.8089630874023048,0.1910369125976952
2102959,2912,D14,0.009527844856746293,0.9904721551432537
224221,2401,206,0.6422884880736208,0.3577115119263792
7152876,1625,546,0.5947953046503573,0.4052046953496427
2036787,1733,425,0.5837686118868732,0.41623138811312677
16441391,2811,257,0.6168023095090628,0.3831976904909372
4856133,2617,370,0.6546058316329298,0.34539416836707015
10402901,2919,D06,0.034649578454646224,0.9653504215453538
6623163,2856,073,0.4370517773374216,0.5629482226625784
2593467,1761,426,0.6999417997055652,0.3000582002944348
5745381,2624,382,0.5545437895747299,0.44545621042527006
653092,3305,128,0.4920661417366152,0.5079338582633848
2324308,3748,418,0.4167168186053637,0.5832831813946363
7787027,2682,340,0.42756617576484646,0.5724338242351535
2154043,1626,514,0.6098142256354173,0.3901857743645827
4918268,2827,365,0.3912984562865841,0.6087015437134159
4667817,1797,435,0.6695848231335859,0.33041517686641403
3793478,2137,726,0.501404532786956,0.49859546721304404
9872175,2868,324,0.2945912523044121,0.7054087476955879
1447933,2901,D12,0.008636090181895484,0.9913639098181045
4852019,2913,D10,0.020636451256032196,0.9793635487439678
8817313,2163,707,0.4590217610008849,0.5409782389991151
4001674,2879,313,0.5989991646642732,0.4010008353357269
16437530,1783,428,0.6638485390259177,0.3361514609740824
6693060,2871,349,0.41924868497427636,0.5807513150257236
8576755,2118,700,0.5324402925528251,0.46755970744717495
5543674,2913,D10,0.020636451256032196,0.9793635487439678
1524727,3405,068,0.5861202417594303,0.41387975824056966
8623860,2837,318,0.35782232545706505,0.642177674542935
6003112,2819,341,0.3553068177459412,0.6446931822540588
9780004,1796,148,0.6424145455039272,0.3575854544960729
6463280,2124,706,0.5500185802405005,0.44998141975949946
15547334,1784,428,0.5677084798457166,0.43229152015428335
1884556,3306,604,0.5674682218236144,0.43253177817638555
2581710,2834,310,0.5389277769803205,0.4610722230196796
7171933,2827,365,0.3912984562865841,0.6087015437134159
3202120,2876,235,0.5225070812017727,0.47749291879822725
4119016,2836,361,0.44995878897564434,0.5500412110243557
5058935,2819,257,0.3079029067479202,0.6920970932520798
10222464,3775,606,0.418747658485648,0.581252341514352
14347536,2107,318,0.47304331476680284,0.5269566852331972
3243125,2845,315,0.45766832360633813,0.5423316763936619
7824519,2853,347,0.40395342325934425,0.5960465767406558
6586628,2162,707,0.42990158549856894,0.5700984145014311
5661658,2624,382,0.5545437895747299,0.44545621042527006
9566416,2845,343,0.44676722496162247,0.5532327750383775
3999260,3653,700,0.44457438925304804,0.555425610746952
9690457,2461,370,0.4193661487502207,0.5806338512497793
10435483,2665,382,0.27627327419906655,0.7237267258009334
7987900,2663,348,0.344979334361587,0.655020665638413
847965,3201,053,0.6413234255232239,0.3586765744767762
5146237,1771,508,0.6170742808810246,0.38292571911897544
10448725,2138,711,0.3656004160145754,0.6343995839854246
10355016,2411,370,0.3829297725221139,0.6170702274778861
16465445,1725,429,0.5736135653849916,0.4263864346150084
6266419,3674,166,0.4983966881761377,0.5016033118238623
274996,2605,073,0.5546522475660123,0.4453477524339878
8309477,3754,004,0.6229616623390356,0.3770383376609644
7342687,1612,424,0.6713846458948791,0.3286153541051208
3835547,2828,315,0.5086562828009311,0.49134371719906894
15303901,3723,451,0.5854641745671642,0.41453582543283585
9561052,2665,382,0.27627327419906655,0.7237267258009334
506312,2106,219,0.6286645738750672,0.37133542612493275
6926573,3667,701,0.23020433643894977,0.7697956635610502
9996203,3622,705,0.8609358359358585,0.13906416406414152
6324496,2913,D02,0.03551491900930648,0.9644850809906935
9463059,3644,244,0.4447608553806067,0.5552391446193933
3091239,1651,514,0.7273479209654401,0.2726520790345599
6771282,3902,001,0.9999923676490821,7.63235091798465e-06
7134163,2674,358,0.43796581431972814,0.5620341856802719
2516221,2877,356,0.5555276271876146,0.4444723728123854
14362397,5331,000,0.9997310898670633,0.000268910132936741
15236703,1724,205,0.64429075633465,0.35570924366534995
14506221,5331,000,0.9997310898670633,0.000268910132936741
941256,2102,320,0.49482087355554616,0.5051791264444538
6883270,2871,349,0.41924868497427636,0.5807513150257236
6712293,2649,455,0.3809526966614417,0.6190473033385583
1622372,3105,004,0.7521570703862296,0.2478429296137704
16388975,1616,424,0.6988537612347241,0.30114623876527585
3197396,1762,427,0.6152447081852901,0.38475529181470985
5099435,2853,347,0.40395342325934425,0.5960465767406558
8705887,2457,709,0.3723483213429094,0.6276516786570906
8323813,1729,429,0.5259087522891216,0.4740912477108784
149077,3406,123,0.6706595016498509,0.32934049835014917
7742349,2884,378,0.4717708051188675,0.5282291948811325
2671231,2185,710,0.5084973480367032,0.49150265196329684
8880682,3761,604,0.6305111424845348,0.36948885751546523
5594595,2684,340,0.46028331630999897,0.539716683690001
4184135,1633,435,0.7614369766764565,0.2385630233235435
5597028,2837,318,0.35782232545706505,0.642177674542935
9712088,2469,370,0.31596025628653646,0.6840397437134635
5264560,2128,703,0.5696261860781955,0.43037381392180446
1470586,1802,436,0.6760540827540995,0.3239459172459005
4298334,1731,131,0.6064150251201927,0.3935849748798073
9261445,3623,705,0.7909369975559457,0.2090630024440543
3431970,3652,414,0.5652724643866005,0.43472753561339955
6692950,2435,380,0.42379249893262305,0.576207501067377
6712007,3901,001,0.9999863193972852,1.3680602714772279e-05
2897419,2875,362,0.5415486987984375,0.45845130120156247
16007329,2143,715,0.6423508443054666,0.35764915569453337
6721746,3724,083,0.6408051946717911,0.3591948053282089
6150522,3748,123,0.4219527647323408,0.5780472352676592
4251790,3696,705,0.6776300212669328,0.3223699787330672
2822090,2673,345,0.43947988239781854,0.5605201176021815
5418033,1626,548,0.606821592493296,0.39317840750670396
3468837,3761,219,0.6448522054611321,0.35514779453886797
3868296,2883,385,0.5670969091443728,0.43290309085562717
5828745,3695,705,0.7086314126954814,0.2913685873045187
5173096,1614,514,0.8495052049659277,0.15049479503407232
4717675,2882,355,0.40968596447336103,0.590314035526639
991863,1107,502,0.47284402016318494,0.5271559798368151
9417918,2911,D23,0.010406645059874542,0.9895933549401255
3844484,3683,188,0.6869980424620774,0.31300195753792265
6695722,1789,442,0.7887157079188655,0.21128429208113453
7034630,2667,382,0.30875028781637737,0.6912497121836226
8787943,2156,707,0.42551190791972426,0.5744880920802757
517002,3206,241,0.6707918290496124,0.3292081709503876
4894903,3721,173,0.4783787282702384,0.5216212717297616
9815234,3763,062,0.5916830330071239,0.4083169669928761
6210763,3916,001,0.9999750667829266,2.4933217073444496e-05
7799241,2129,706,0.43998012209462944,0.5600198779053706
6087322,3765,036,0.5530980611868115,0.44690193881318857
4078447,2875,362,0.5415486987984375,0.45845130120156247
4417320,2617,455,0.6215104264794653,0.3784895735205347
7307694,3746,417,0.6198557221624369,0.3801442778375631
3997350,2915,D08,0.023946886726733396,0.9760531132732666
4525620,2853,347,0.40395342325934425,0.5960465767406558
4163665,2625,382,0.695737979437789,0.30426202056221097
14332969,1504,052,0.5745309241903391,0.42546907580966087
8926993,2138,711,0.3656004160145754,0.6343995839854246
6840965,1745,156,0.5558809230052241,0.44411907699477593
6865768,3676,166,0.47629865665852944,0.5237013433414706
14376072,5330,000,0.9987501210515936,0.0012498789484064502
7016980,3764,482,0.6506066904499961,0.34939330955000386
371138,3206,241,0.6707918290496124,0.3292081709503876
15398528,1621,562,0.5736435431434739,0.42635645685652607
8028371,2864,702,0.435473926658417,0.564526073341583
10549791,3600,200,0.9996399403603209,0.0003600596396790688
4265757,2446,709,0.38430000057008373,0.6156999994299163
6045419,3691,705,0.6092332240255424,0.39076677597445764
8383926,2158,707,0.5193554332207103,0.4806445667792897
15671741,2473,370,0.4159599471125962,0.5840400528874038
7951842,3775,606,0.418747658485648,0.581252341514352
5776626,2913,D06,0.01921734810914777,0.9807826518908522
8696474,3901,001,0.9999863193972852,1.3680602714772279e-05
3749587,3636,052,0.7246007586297075,0.2753992413702925
1710720,2714,348,0.4266217148003072,0.5733782851996928
9514764,2661,382,0.3554227363553476,0.6445772636446524
2479752,3626,024,0.6607661917908225,0.33923380820917753
9960698,2658,704,0.4936909276926681,0.5063090723073319
383946,3304,128,0.5101309892564463,0.48986901074355366
7850611,2915,D21,0.04045219942659828,0.9595478005734017
8839707,3671,037,0.5535218016751152,0.4464781983248848
7108268,3747,701,0.37405410785139204,0.625945892148608
10389644,3774,623,0.5535729999269776,0.44642700007302233
2379729,2774,345,0.44937564484777537,0.5506243551522246
2422400,3626,016,0.7361887957266158,0.2638112042733842
10337586,1744,425,0.600971987727407,0.399028012272593
8178893,3901,001,0.9999863193972852,1.3680602714772279e-05
8702649,3741,060,0.49332196276892837,0.5066780372310716
5710396,2617,455,0.6215104264794653,0.3784895735205347
1840775,3101,198,0.5384376980323125,0.46156230196768755
10441329,2899,257,0.30393054283583865,0.6960694571641614
2285781,1652,435,0.6878130003497323,0.3121869996502677
9469259,2899,257,0.30393054283583865,0.6960694571641614
2720605,1731,131,0.6064150251201927,0.3935849748798073
8869527,2919,D06,0.034649578454646224,0.9653504215453538
8745385,3692,705,0.6883653054885728,0.3116346945114273
7541093,2657,704,0.3579057269264023,0.6420942730735977
7403149,2173,715,0.5781412807226939,0.4218587192773061
7246537,2646,455,0.350473961980993,0.649526038019007
9023311,2851,716,0.4009059677559763,0.5990940322440237
554505,3405,431,0.5883716158092656,0.4116283841907344
606916,3307,101,0.6929673050100925,0.3070326949899075
6971862,2856,073,0.4370517773374216,0.5629482226625784
9294735,3678,403,0.45533345207080866,0.5446665479291913
7792365,1673,536,0.4966436780968835,0.5033563219031165
474702,3203,051,0.5939083196196497,0.4060916803803502
15849499,2684,340,0.46028331630999897,0.539716683690001
4273452,2872,359,0.5251790915557636,0.4748209084442364
4506858,2819,326,0.3584299365975192,0.6415700634024808
4109140,3644,244,0.4447608553806067,0.5552391446193933
7400892,2473,370,0.4159599471125962,0.5840400528874038
3867928,2612,340,0.614405791211132,0.385594208788868
8428991,2882,353,0.41118487779688495,0.588815122203115
6931661,3646,342,0.4715201213366519,0.5284798786633481
1275033,2406,073,0.7531306247535356,0.2468693752464643
3873910,3651,198,0.4376439620111646,0.5623560379888354
6471605,2859,320,0.5153256944556714,0.4846743055443286
3802076,3677,024,0.544358315827048,0.455641684172952
3964960,3677,411,0.5788858157799552,0.4211141842200448
2220849,3631,242,0.5334577035580692,0.46654229644193085
10031866,3685,705,0.8001601353685216,0.1998398646314784
9731719,1658,514,0.7361711923700032,0.2638288076299968
3029771,3626,705,0.8041095737202456,0.1958904262797544
7516097,2652,379,0.45701461936910404,0.542985380630896
3410489,3653,209,0.5187162409056099,0.48128375909439014
2767692,2814,438,0.5079348706626439,0.4920651293373562
15459957,3752,169,0.5923308951414948,0.40766910485850516
1305153,1204,556,0.6752335779133491,0.3247664220866508
3201879,1724,210,0.6761199431545317,0.3238800568454683
8102511,2822,257,0.3787665528775507,0.6212334471224493
6435295,1615,424,0.7151980914202243,0.2848019085797758
15022455,2812,438,0.5143510507952376,0.4856489492047625
5460980,3656,271,0.47484643028632756,0.5251535697136724
2903104,3732,433,0.6622471882378846,0.33775281176211536
8443508,2836,307,0.4228183717229027,0.5771816282770973
8197716,2837,318,0.35782232545706505,0.642177674542935
7232492,2496,726,0.2756002693125583,0.7243997306874417
2019108,3724,083,0.6408051946717911,0.3591948053282089
3208099,2833,439,0.5328072408797928,0.46719275912020725
6536459,2889,313,0.6297852355856202,0.3702147644143798
4145239,3681,192,0.6542796458700479,0.345720354129952
2124536,3616,493,0.5192888713717927,0.48071112862820736
2763124,3747,123,0.501621683662812,0.498378316337188
7848482,3675,277,0.4405934014651486,0.5594065985348514
14299578,2103,219,0.5057049743962897,0.4942950256037103
198871,2306,364,0.5025006453308587,0.49749935466914125
2297362,2735,340,0.4772687146173301,0.5227312853826699
1521809,1815,536,0.6811211497670389,0.3188788502329611
7432265,2474,370,0.3356361155497388,0.6643638844502612
1545608,2904,D16,0.018573358123874617,0.9814266418761254
5202549,2184,710,0.40312677651778517,0.5968732234822148
6747667,1637,435,0.6574328548624062,0.3425671451375938
7027187,3723,451,0.5854641745671642,0.41453582543283585
5264935,1795,252,0.6700659759466855,0.3299340240533145
1443055,2785,395,0.48176421418710125,0.5182357858128988
703489,3304,273,0.7453062063153175,0.2546937936846824
1981591,1713,526,0.5648766559150328,0.4351233440849672
10240279,3600,206,0.9998215739329562,0.00017842606704374155
1232846,2311,364,0.6027351215618519,0.397264878438148
9629393,3792,607,0.6444903131632442,0.3555096868367557
7565985,1622,560,0.4941675647598037,0.5058324352401963
15722038,3746,417,0.6198557221624369,0.3801442778375631
15008859,3766,607,0.5146867152628593,0.48531328473714075
8007223,3778,604,0.41203886529496514,0.5879611347050349
8020372,2693,345,0.39470896770101493,0.6052910322989851
3491186,2653,360,0.5327636361653505,0.46723636383464945
5720630,1623,548,0.7147886918008177,0.2852113081991822
3310493,2132,713,0.5286127668727714,0.4713872331272286
9646506,3792,600,0.6433973788942742,0.3566026211057258
5957599,2612,345,0.4403755765455982,0.5596244234544018
9393139,3645,367,0.46208635795332065,0.5379136420466794
826067,1806,435,0.7933770900280914,0.20662290997190863
2767517,1744,435,0.6980218297041663,0.30197817029583374
4657871,2885,362,0.6475046801893736,0.35249531981062643
4704238,2818,438,0.4141924895417969,0.5858075104582031
2602695,3673,405,0.6163329436875989,0.38366705631240106
4345481,2914,D12,0.01577728734034156,0.9842227126596584
14990532,2836,361,0.44995878897564434,0.5500412110243557
6505197,2813,257,0.38410068967286526,0.6158993103271347
7601154,1744,249,0.6983648173303549,0.30163518266964506
1959381,2911,D26,0.013782451694632991,0.986217548305367
9552896,3792,607,0.6444903131632442,0.3555096868367557
1596899,3509,403,0.6687694469217114,0.3312305530782886
69237,3305,128,0.4920661417366152,0.5079338582633848
6942903,2673,358,0.509970833177285,0.49002916682271497
4135481,2815,257,0.44754403304383505,0.552455966956165
8247590,1765,525,0.5378544204570244,0.4621455795429756
8820753,3783,604,0.6295652108227012,0.3704347891772988
3702041,1773,428,0.6046525861296842,0.3953474138703158
2366493,1722,249,0.6521416817839216,0.3478583182160783
2294589,2855,073,0.47652390092609476,0.5234760990739052
43269,1303,999,0.5129995855655504,0.48700041443444964
3146510,2642,455,0.5430422117217311,0.45695778827826894
1771785,3312,131,0.6325389912046644,0.36746100879533555
9209793,2877,356,0.5555276271876146,0.4444723728123854
426866,3405,126,0.6240422371860217,0.3759577628139783
1806333,2875,313,0.681801861220684,0.318198138779316
3243185,2897,257,0.27838650373992135,0.7216134962600786
747221,2403,200,0.5530483464003482,0.44695165359965183
4079769,1755,106,0.5902558396828848,0.4097441603171153
9327735,3746,418,0.6680141914219435,0.33198580857805643
9560816,1787,428,0.7382030237126945,0.26179697628730547
8331495,2896,257,0.42780711831925233,0.5721928816807477
6478596,2625,358,0.6446037271234571,0.35539627287654285
2588663,1624,544,0.5604772094931001,0.43952279050689996
4442081,2885,362,0.6475046801893736,0.35249531981062643
132844,3201,072,0.5479269530227339,0.45207304697726614
5881440,1721,430,0.4771092079307596,0.5228907920692404
3634070,3754,222,0.5709000355720653,0.42909996442793474
1576195,3104,209,0.6360872535569448,0.3639127464430552
8443059,2828,257,0.36511089758607396,0.634889102413926
2389047,2913,D10,0.020636451256032196,0.9793635487439678
1721393,2904,D18,0.019898660336395424,0.9801013396636046
3714077,3682,074,0.6291136295937326,0.3708863704062674
8744952,2474,370,0.3356361155497388,0.6643638844502612
2959741,2913,D14,0.02450205844357245,0.9754979415564276
2176359,2816,327,0.40779244538712645,0.5922075546128736
3178179,3676,070,0.61435360898102,0.38564639101897996
7673341,2129,706,0.43998012209462944,0.5600198779053706
1177460,3201,053,0.6413234255232239,0.3586765744767762
8725298,2897,257,0.27838650373992135,0.7216134962600786
7578301,1634,435,0.7752316080047226,0.22476839199527746
7076845,2493,713,0.3792652459335286,0.6207347540664714
15540835,2193,708,0.46753532746998894,0.5324646725300111
6821435,2823,438,0.3949596238174792,0.6050403761825208
2385993,1742,148,0.5644665258546223,0.4355334741453777
3457642,2151,709,0.6406656633532973,0.35933433664670267
16049326,1762,524,0.5870681707661036,0.4129318292338964
9849918,2914,D12,0.01577728734034156,0.9842227126596584
6954684,2912,D14,0.009527844856746293,0.9904721551432537
995171,3108,222,0.7121159578336214,0.28788404216637864
2061273,3721,053,0.547726420818104,0.45227357918189603
4553863,2914,D03,0.01909929786624942,0.9809007021337506
7089574,3671,404,0.519577602830191,0.4804223971698089
9789664,1745,264,0.5886618997205306,0.4113381002794693
6154514,2474,370,0.3356361155497388,0.6643638844502612
10443216,2653,381,0.41974434103764857,0.5802556589623514
