examiner_art_unit,uspc_class,rejection,allowance
3721,173,0.47838170700721483,0.5216182929927852
2831,174,0.5156899925560132,0.4843100074439867
3672,175,0.5633371003329131,0.436662899667087
2201,176,0.04132603913901722,0.9586739608609828
2101,177,0.5090417072164701,0.49095829278352987
2202,178,0.42203901515289877,0.5779609848471012
2305,179,0.02585087963968702,0.974149120360313
3611,180,0.5273813980034737,0.4726186019965263
2837,181,0.4952789931807201,0.5047210068192799
3505,182,0.6753990390642806,0.32460096093571944
3406,184,0.6575283370236176,0.34247166297638243
3600,185,0.9997296583549511,0.00027034164504892904
3107,186,0.7900583999899666,0.20994160001003334
3654,187,0.5407987674693919,0.459201232530608
3683,188,0.6870107956266013,0.3129892043733987
3727,190,0.7674461817507325,0.23255381824926744
3107,191,0.7011931527426407,0.29880684725735923
3681,192,0.6542582843618245,0.34574171563817546
3651,193,0.41005437589059246,0.5899456241094075
3653,194,0.4587440828944642,0.5412559171055358
1302,195,0.08650694859118535,0.9134930514088146
1771,196,0.4991754812259934,0.5008245187740066
3307,197,0.2708803097080955,0.7291196902919045
3101,198,0.5384635481442792,0.46153645185572073
2203,199,0.38861747069110597,0.611382529308894
2104,200,0.5928212375592892,0.40717876244071083
1798,201,0.4471877934600026,0.5528122065399974
1305,202,0.5871925335896067,0.41280746641039334
1772,203,0.5787633153608502,0.4212366846391497
1753,204,0.6101897757619112,0.3898102242380887
1753,205,0.6200786902645067,0.3799213097354933
3629,206,0.831868135221083,0.16813186477891695
1774,208,0.4959130624203607,0.5040869375796393
3653,209,0.5187344826158455,0.48126551738415446
1308,210,0.713526513812624,0.286473486187376
3637,211,0.7245141557960282,0.2754858442039718
3107,212,0.7263611369439937,0.27363886305600627
3617,213,0.3597665509084097,0.6402334490915903
3104,214,0.19606276820909585,0.8039372317909041
3788,215,0.5316439111494076,0.46835608885059243
1716,216,0.5563807406643024,0.4436192593356975
2122,217,0.6555811821378357,0.3444188178621644
2833,218,0.43173146036549503,0.568268539634505
2104,219,0.6202852360240669,0.37971476397593307
3781,220,0.7181046360022709,0.2818953639977291
3651,221,0.6263681546236197,0.37363184537638033
3754,222,0.5708723814618639,0.42912761853813614
3732,223,0.8275022907132259,0.1724977092867741
3734,224,0.7280439594917207,0.2719560405082792
3724,225,0.6651506136450624,0.3348493863549376
2405,226,0.599312350979685,0.40068764902031495
3725,227,0.5261503760555357,0.47384962394446434
3205,228,0.612202019347064,0.387797980652936
3782,229,0.6241978157424756,0.37580218425752443
3643,231,0.7651369922476402,0.2348630077523598
3677,232,0.6785024472105365,0.3214975527894635
2407,233,0.07824922509782206,0.9217507749021779
3724,234,0.5819577900981919,0.41804220990180807
2887,235,0.37932191800386394,0.620678081996136
3744,236,0.5315676757037691,0.468432324296231
3743,237,0.6552380932501598,0.34476190674984025
3102,238,0.6429076593968239,0.35709234060317613
3752,239,0.6030827894164863,0.39691721058351376
2101,240,0.3619251606805549,0.6380748393194451
3206,241,0.6707894153432856,0.32921058465671443
3503,242,0.7393343533837645,0.2606656466162355
3103,243,0.3232147542371777,0.6767852457628223
3644,244,0.4447729489396086,0.5552270510603914
3765,245,0.3629729611754674,0.6370270388245326
3617,246,0.45279653998273006,0.5472034600172699
3505,248,0.6811011503720465,0.3188988496279534
1744,249,0.6983453308495753,0.30165466915042477
2506,250,0.48012896441402264,0.5198710355859774
3753,251,0.5033299182229847,0.4966700817770154
1106,252,0.5768764666369279,0.423123533363072
3727,254,0.6054243604992564,0.3945756395007436
3501,256,0.7041038617782813,0.2958961382217187
2811,257,0.6168000284257399,0.3831999715742601
3617,258,0.58596604655149,0.4140339534485101
1203,260,0.4199582085183634,0.5800417914816366
1776,261,0.4604900585405931,0.5395099414594069
1742,264,0.6195302443098555,0.3804697556901445
1101,266,0.5494738076331132,0.45052619236688685
3683,267,0.6970654800473705,0.30293451995262954
3203,269,0.6183937008196937,0.3816062991803063
3651,270,0.4679713106355107,0.5320286893644893
3653,271,0.42100690229957516,0.5789930977004248
3304,272,0.08024740597844693,0.9197525940215531
3304,273,0.7453134595674809,0.2546865404325192
2403,274,0.10000866024184174,0.8999913397581583
3102,276,0.49798469405480006,0.5020153059451999
3676,277,0.5422771391911307,0.4577228608088692
3302,278,0.7983035831856082,0.20169641681439177
3722,279,0.610990467251679,0.389009532748321
3616,280,0.5175006634759033,0.4824993365240967
3725,281,0.7836526925243205,0.2163473074756795
3204,282,0.10627829700965985,0.8937217029903401
3725,283,0.6752992451526395,0.3247007548473605
3501,285,0.5793488058822021,0.420651194117798
3732,289,0.6713393494951719,0.32866065050482807
2834,290,0.5583453773838931,0.44165462261610694
3617,291,0.5484211604213451,0.4515788395786549
3675,292,0.46663081325535927,0.5333691867446407
3612,293,0.5175863562289844,0.48241364377101564
3652,294,0.6062606276681691,0.3937393723318309
3102,295,0.6567318864695753,0.3432681135304247
3612,296,0.49437758689074995,0.50562241310925
3635,297,0.4165718256542057,0.5834281743457943
3612,298,0.4793447469403319,0.5206552530596681
3506,299,0.5280047268933818,0.4719952731066182
3727,300,0.5068148016601686,0.49318519833983143
3617,301,0.6363728906821373,0.3636271093178627
3103,302,0.32319895634941,0.67680104365059
3613,303,0.6287304949308278,0.3712695050691722
3617,305,0.4779484747314854,0.5220515252685146
2504,307,0.4325135556723836,0.5674864443276164
3104,308,0.04223059306100185,0.9577694069389981
2834,310,0.5389218116405465,0.46107818835945347
3637,312,0.5565088724393572,0.44349112756064274
2604,313,0.5765342896131043,0.42346571038689573
1209,314,0.8178904821093247,0.18210951789067528
2844,315,0.3986300707987386,0.6013699292012614
3202,316,0.39960922455934644,0.6003907754406536
2102,317,0.5652246524894884,0.4347753475105116
2837,318,0.3578197785764452,0.6421802214235548
2858,320,0.4314776790698094,0.5685223209301906
2102,321,0.3680791011150879,0.6319208988849121
2831,322,0.3306759568280552,0.6693240431719448
2896,323,0.4896517955542462,0.5103482044457538
2858,324,0.521148078567267,0.47885192143273303
2603,325,0.07267160703348796,0.927328392966512
2819,326,0.3584362946377757,0.6415637053622243
2842,327,0.2728031039162446,0.7271968960837554
2504,328,0.15642448032859113,0.8435755196714089
2502,329,0.5203670932322886,0.47963290676771136
2515,330,0.5128029546763462,0.48719704532365377
2648,331,0.3160535343597215,0.6839464656402785
2502,332,0.5444374461423362,0.45556255385766375
2817,333,0.41122241968466133,0.5887775803153387
2506,334,0.4024668185030684,0.5975331814969316
2832,335,0.5852027477289041,0.4147972522710959
2875,336,0.6128959871947164,0.38710401280528367
2835,337,0.5007742936006652,0.4992257063993349
2103,338,0.4441816857752122,0.5558183142247878
3202,339,0.06759085128474807,0.9324091487152519
2684,340,0.4602809263226455,0.5397190736773545
2845,341,0.3673972786343255,0.6326027213656745
3646,342,0.47151751574053646,0.5284824842594635
2845,343,0.4467705086393716,0.5532294913606284
2774,345,0.4493558581886977,0.5506441418113023
2106,346,0.5427632513366816,0.4572367486633185
2853,347,0.40395600131023635,0.5960439986897637
2698,348,0.4561697790475555,0.5438302209524445
2871,349,0.4192547360035431,0.5807452639964569
2507,350,0.07659769120519011,0.9234023087948099
2507,351,0.5528053309788379,0.4471946690211621
2851,352,0.6115707156525412,0.3884292843474589
2882,353,0.4111977333104643,0.5888022666895357
2101,354,0.05665834510511847,0.9433416548948815
2101,355,0.5683692823833684,0.43163071761663163
2877,356,0.555516909834761,0.444483090165239
2504,357,0.04961141306259231,0.9503885869374077
2676,358,0.3680612912351896,0.6319387087648104
2872,359,0.5251709131552857,0.47482908684471425
2627,360,0.6902916453544209,0.3097083546455791
2104,361,0.6258296035931556,0.3741703964068444
2875,362,0.5415445052891923,0.4584554947108077
2837,363,0.4186081138847745,0.5813918861152255
2411,364,0.4370859113331166,0.5629140886668834
2827,365,0.39127531993424003,0.60872468006576
1723,366,0.6327254241046436,0.36727457589535645
3645,367,0.4620975087273068,0.5379024912726932
2833,368,0.5047928972844091,0.4952071027155908
2652,369,0.6356365795271091,0.364363420472891
2617,370,0.6545926394623443,0.3454073605376558
2306,371,0.46959936228317334,0.5304006377168267
2501,372,0.5806889754942983,0.4193110245057017
3742,373,0.5684088197341415,0.43159118026585847
2855,374,0.4324121931593191,0.5675878068406809
2611,375,0.5783829177204415,0.4216170822795585
3648,376,0.5105796040550806,0.4894203959449194
2842,377,0.3074251541750307,0.6925748458249693
2882,378,0.4469593903118917,0.5530406096881083
2608,379,0.6411240958996467,0.3588759041003533
2438,380,0.4177658374780482,0.5822341625219518
2653,381,0.4197388373341986,0.5802611626658014
2624,382,0.5545403250686529,0.4454596749313471
2401,383,0.6712933413093418,0.32870665869065824
3108,384,0.572157540069669,0.42784245993033104
2883,385,0.567078568597017,0.43292143140298306
2484,386,0.4736717243479466,0.5263282756520534
2846,388,0.7891404776549231,0.2108595223450769
2604,390,0.3252759704357102,0.6747240295642898
2402,391,0.6137180995818015,0.3862819004181985
3761,392,0.645324566303114,0.3546754336968861
2763,395,0.4854499192998746,0.5145500807001254
2851,396,0.6409430837237342,0.35905691627626585
2636,398,0.4200055515218163,0.5799944484781837
2852,399,0.332278866220579,0.667721133779421
2854,400,0.5314904866167068,0.46850951338329316
3754,401,0.551226391255393,0.4487736087446071
2901,402,0.19387670341775765,0.8061232965822424
3678,403,0.45532949480636786,0.5446705051936321
3671,404,0.519605750380485,0.48039424961951505
OPLC,405,0.9954564164362811,0.004543583563718867
3105,406,0.6669937656222332,0.3330062343777668
3722,407,0.434189548814336,0.565810451185664
3722,408,0.566863610988185,0.4331363890118149
3722,409,0.5856783713501486,0.41432162864985145
3102,410,0.6749772029135637,0.32502279708643633
3677,411,0.5788862355229901,0.4211137644770099
3725,412,0.6366704017276308,0.36332959827236916
3201,413,0.6333765487482909,0.36662345125170914
3652,414,0.5652884752125309,0.4347115247874691
3748,415,0.3157421319911885,0.6842578680088115
3745,416,0.47981187375065804,0.520188126249342
3746,417,0.6198740191211081,0.3801259808788919
3746,418,0.6680160836161603,0.33198391638383973
2203,419,0.580021240076801,0.41997875992319894
1742,420,0.6552312649356056,0.3447687350643945
2902,421,0.017330225946875277,0.9826697740531247
1774,422,0.5149248051505733,0.4850751948494267
1736,423,0.5072241304207988,0.49277586957920116
1502,424,0.5274232559625415,0.47257674403745853
1791,425,0.7088413004321376,0.29115869956786244
1789,426,0.7719696346953568,0.2280303653046432
1792,427,0.7498908913452773,0.25010910865472274
1785,428,0.5549580462182147,0.4450419537817853
1729,429,0.5259151077525757,0.4740848922474243
1756,430,0.600106986506578,0.399893013493422
3743,431,0.6112926044531606,0.38870739554683936
3749,432,0.6135350733070366,0.3864649266929634
3732,433,0.6622538212625156,0.33774617873748436
3715,434,0.7090069772142416,0.2909930227857584
1647,435,0.6918134191796073,0.3081865808203927
1813,436,0.7846855654836051,0.21531443451639487
1104,437,0.8990193140709051,0.10098068592909494
2818,438,0.4141972248539276,0.5858027751460724
3202,439,0.6019068341423217,0.3980931658576783
3617,440,0.48446933401460746,0.5155306659853925
3617,441,0.6466371532795099,0.3533628467204902
1789,442,0.7887100973647577,0.2112899026352423
2879,445,0.5546004954464921,0.44539950455350785
3711,446,0.6769676134744971,0.32303238652550287
2902,447,0.060287716493950816,0.9397122835060492
2901,448,0.07161262207065788,0.9283873779293421
3643,449,0.7331636493990826,0.26683635060091737
3765,450,0.5366448716666486,0.46335512833335135
3723,451,0.5854682634958535,0.4145317365041466
3643,452,0.5317127861412714,0.46828721385872857
3619,453,0.7226548927432979,0.2773451072567022
3749,454,0.680012982603319,0.31998701739668095
2649,455,0.380946698384076,0.619053301615924
1201,456,0.41198026174959723,0.5880197382504028
2902,459,0.06706756346355336,0.9329324365364466
3671,460,0.4118231946750398,0.5881768053249602
3722,462,0.6945300144814026,0.3054699855185974
3715,463,0.5577564100046868,0.4422435899953132
3629,464,0.6929191252460674,0.3070808747539327
3725,470,0.631835436526389,0.368164563473611
3509,472,0.6635375875354004,0.33646241246459957
3711,473,0.6060854756641477,0.3939145243358523
3657,474,0.4681272187162796,0.5318727812837204
3655,475,0.4435978088445163,0.5564021911554837
3682,476,0.5919419249473937,0.4080580750526063
3681,477,0.49044959333496396,0.509550406665036
3754,482,0.5471304020958352,0.4528695979041648
3722,483,0.5670916636045187,0.4329083363954814
3726,492,0.6138419669931394,0.3861580330068606
3616,493,0.5192806666290699,0.4807193333709301
1723,494,0.5638165458832305,0.4361834541167695
2902,499,0.0560138980114504,0.9439861019885496
1731,501,0.5299927922504153,0.47000720774958477
1107,502,0.47286868320230036,0.5271313167976996
1317,503,0.5472452784439934,0.45275472155600655
1615,504,0.7071898189326882,0.29281018106731177
2827,505,0.6423815977065712,0.3576184022934287
1636,506,0.6392532547409264,0.3607467452590735
1768,507,0.5170772364007923,0.4829227635992077
1771,508,0.6170663578908439,0.38293364210915615
1751,510,0.7566542035228337,0.24334579647716623
3600,512,0.99967339983188,0.0003266001681200755
1627,514,0.6830152203205846,0.31698477967941546
1796,516,0.7155471297492533,0.28445287025074667
1621,518,0.5959815053611875,0.40401849463881245
1642,520,0.7765129949888384,0.22348700501116162
1501,521,0.6444078541809025,0.3555921458190975
1507,522,0.6492819195545652,0.35071808044543484
1762,523,0.5337747714608421,0.4662252285391579
1505,524,0.6244127954738596,0.37558720452614036
1501,525,0.5949774776428347,0.40502252235716524
1713,526,0.5648783066342791,0.435121693365721
1656,527,0.6225140183140843,0.37748598168591574
1796,528,0.7091913636311169,0.2908086363688831
1644,530,0.6905219069185307,0.3094780930814693
1761,532,0.30363651753749443,0.6963634824625056
1201,534,0.7282215896764579,0.27177841032354205
1635,536,0.7152007740924216,0.2847992259075784
1621,540,0.6531322298370476,0.34686777016295245
1206,542,0.07240254338694663,0.9275974566130534
1624,544,0.5604803359043319,0.4395196640956681
1612,546,0.7108652659883727,0.28913473401162726
1626,548,0.60682896041143,0.39317103958857
1206,549,0.6413451329809654,0.35865486701903454
1612,552,0.7449776640931229,0.255022335906877
1671,554,0.41112698686374183,0.5888730131362582
1204,556,0.6752284628537444,0.3247715371462556
1613,558,0.6927960295099295,0.30720397049007053
1622,560,0.4941315195537307,0.5058684804462693
1621,562,0.5736768965723253,0.42632310342767465
1672,564,0.4748823483523046,0.5251176516476954
1622,568,0.51626470388338,0.48373529611662003
1204,570,0.717125287729243,0.282874712270757
1793,585,0.6386781054644314,0.3613218945355686
1736,588,0.5546890032523275,0.4453109967476725
3736,600,0.5734383214177197,0.4265616785822804
3785,601,0.7378850642174555,0.2621149357825445
3764,602,0.6018535662284217,0.39814643377157827
3767,604,0.7242294638086508,0.27577053619134917
3739,606,0.489004705453568,0.510995294546432
3766,607,0.5146799914763298,0.4853200085236702
3733,623,0.4777573507135653,0.5222426492864347
2126,700,0.5827615652384326,0.41723843476156736
3747,701,0.3740742711174966,0.6259257288825034
2863,702,0.48346196182661516,0.5165380381733848
2123,703,0.547612689358649,0.452387310641351
2658,704,0.49370986450575893,0.5062901354942411
3619,705,0.8330696155765436,0.1669303844234564
2122,706,0.6005521912789877,0.39944780872101227
2161,707,0.5834990029857647,0.4165009970142352
2124,708,0.4438589709738914,0.5561410290261086
2441,709,0.3459121384126903,0.6540878615873097
2182,710,0.48852760337732226,0.5114723966226777
2188,711,0.42353431039229217,0.5764656896077078
2183,712,0.5473975216696294,0.45260247833037054
2436,713,0.355725118836147,0.644274881163853
2113,714,0.40225132107917205,0.597748678920828
2175,715,0.4718962618747695,0.5281037381252305
2851,716,0.40089359827089366,0.5991064017291063
2191,717,0.41514971598775674,0.5848502840122433
2191,718,0.33721128918578935,0.6627887108142106
2194,719,0.41300637233156123,0.5869936276684388
2627,720,0.8588691479941318,0.14113085200586817
3101,722,0.41287044935750095,0.587129550642499
2427,725,0.5957335489296278,0.4042664510703722
2497,726,0.2537003009658748,0.7462996990341252
3307,733,0.09007815566777444,0.9099218443322256
1638,800,0.47624581681972644,0.5237541831802736
2902,802,0.06342333134093825,0.9365766686590618
2902,803,0.0670679782912258,0.9329320217087742
2902,806,0.06240642377288086,0.9375935762271191
2901,807,0.0861275801619521,0.9138724198380479
2901,808,0.08612714328080484,0.9138728567191952
2901,812,0.18791292082145195,0.812087079178548
2901,814,0.08612752252163036,0.9138724774783696
2901,815,0.08612757312479546,0.9138724268752045
2901,822,0.08612766121596893,0.9138723387840311
2901,823,0.08042765050847422,0.9195723494915258
2901,824,0.08612714796234855,0.9138728520376515
2901,825,0.08612738029306499,0.913872619706935
3204,83,0.5850176839116678,0.41498231608833225
2881,850,0.3659112836521202,0.6340887163478798
3652,901,0.5989850484382979,0.401014951561702
3625,902,0.5993100915954437,0.40068990840455637
3618,903,0.5359369852478915,0.4640630147521086
3902,930,0.9990765781760027,0.0009234218239972536
3646,976,0.4999198222336001,0.5000801777663999
1786,977,0.4125383236792419,0.5874616763207581
3727,984,0.6010077271460754,0.3989922728539246
2902,999,0.08769385579257083,0.9123061442074292
2900,D00,0.8846019713712056,0.11539802862879449
2911,D01,0.030293802619895005,0.969706197380105
2921,D02,0.03344809963990314,0.9665519003600969
2914,D03,0.01909945488142517,0.9809005451185748
2911,D04,0.02187426100178891,0.9781257389982111
2918,D05,0.03362970690582645,0.9663702930941735
2913,D06,0.019217199012924513,0.9807828009870755
2913,D07,0.02371992930741529,0.9762800706925847
2911,D08,0.01209912063349372,0.9879008793665063
2912,D09,0.012671367844527937,0.9873286321554721
2913,D10,0.020636284036166463,0.9793637159638335
2914,D11,0.025202273057108315,0.9747977269428917
2913,D12,0.023351783394781278,0.9766482166052187
2901,D13,0.012971238601986013,0.987028761398014
2919,D14,0.043987359968079565,0.9560126400319204
2913,D15,0.03243959817685693,0.9675604018231431
2924,D16,0.012787975825129694,0.9872120241748703
2912,D17,0.016691642528064876,0.9833083574719351
2904,D18,0.019898930536035198,0.9801010694639648
2903,D19,0.01723422480706549,0.9827657751929345
2913,D20,0.029902143359037736,0.9700978566409623
2917,D21,0.022526309579514736,0.9774736904204853
2904,D22,0.01631351388604707,0.9836864861139529
2914,D23,0.014261055989563287,0.9857389440104367
2914,D24,0.02295224447205313,0.9770477555279469
2921,D25,0.02898270070987019,0.9710172992901298
2911,D26,0.013782841975748528,0.9862171580242515
2901,D27,0.014785472696250412,0.9852145273037496
2902,D28,0.011368155226381349,0.9886318447736187
2904,D29,0.027350573544467127,0.9726494264555329
2924,D30,0.02080671337003248,0.9791932866299675
2917,D32,0.011718268332094106,0.9882817316679059
2911,D34,0.019148549796478176,0.9808514502035218
2901,D48,0.16670713587167318,0.8332928641283268
2902,D59,0.06706780142824809,0.9329321985717519
2902,D87,0.05513578579227307,0.9448642142077269
2900,D92,0.651978144205857,0.34802185579414296
2901,D96,0.08612881119744809,0.9138711888025519
2912,D99,0.016515572645717902,0.9834844273542821
2201,ENG,0.39104178906589593,0.6089582109341041
1661,PLT,0.04087494880965892,0.9591250511903411
2899,XXX,0.20565271460540147,0.7943472853945985
